önnur	foven
almáttugur	lkensf
ef	c
síminn	nkeng
hringdi	svg3eþ
einmitt	aa
núna	aa
.	.

hún	fpven
stökk	sfg3eþ
fram	aa
í	ao
gang	nkeo
.	.

«	«
já	au
,	,
já	au
,	,
ég	fp1en
er	sfg1en
komin	sþgven
!	!
»	»

hún	fpven
var	sfg3eþ
svo	aa
áköf	lvensf
að	c
hún	fpven
hrópaði	sfg3eþ
næstum	aa
því	fpheþ
.	.

«	«
þú	fp2en
þarft	sfg2en
að	cn
fara	sng
í	ao
fiskbúðina	nveog
og	c
kaupa	sng
fisk	nkeo
.	.

komdu	sbg2en
svo	aa
við	aa
á	aþ
róluvellinum	nkeþg
og	c
taktu	sbg2en
tvíburana	nkfog
með	aa
heim	aa
,	,
»	»
sagði	sfg3eþ
mamma	nven
.	.

«	«
já	au
,	,
já	au
,	,
þegar	c
ég	fp1en
er	sfg1en
búin	lvensf
að	cn
drekka	sng
,	,
»	»
svaraði	sfg3eþ
Lilla	nven-s
.	.

hún	fpven
ætlaði	sfg3eþ
ekki	aa
að	cn
fara	sng
út	aa
fyrr	aam
en	c
hún	fpven
væri	svg3eþ
búin	lvensf
að	cn
tala	sng
við	ao
afa	nkeo
.	.

«	«
allt	fohen
í	aþ
lagi	nheþ
.	.

þú	fp2en
kaupir	sfg2en
tvær	tfvfo
litlar	lvfosf
ýsur	nvfo
og	c
tekur	sfg2en
peninga	nkfo
í	aþ
krukkunni	nveþg
í	aþ
eldhússkápnum	nkeþg
,	,
»	»
sagði	sfg3eþ
mamma	nven
og	c
sneri	sfg3eþ
sér	fpveþ
aftur	aa
að	aþ
permanentinu	nheþg
.	.

«	«
og	c
ekki	aa
gleyma	sng
tvíburunum	nkfþg
,	,
»	»
kallaði	sfg3eþ
hún	fpven
á	aa
eftir	aþ
Lillu	nveþ-s
sem	ct
lokaði	sfg3eþ
eldhúshurðinni	nveþg
í	aþ
snatri	nheþ
.	.

nú	aa
hlaut	sfg3eþ
síminn	nkeng
að	cn
fara	sng
að	cn
hringja	sng
.	.

hún	fpven
fékk	sfg3eþ
sér	fpveþ
mjólk	nveo
úr	aþ
ísskápnum	nkeþg
og	c
smurði	sfg3eþ
sér	fpveþ
þykka	lveosf
brauðsneið	nveo
með	aþ
sultu	nveþ
.	.

þetta	fahen
var	sfg3eþ
búðarsulta	nven
.	.

hún	fpven
var	sfg3eþ
ekki	aa
nærri	aa
eins	aa
góð	lvensf
og	c
sultan	nveng
hennar	fpvee
ömmu	nvee
.	.

-	-
hvað	fsheo
skyldi	svg3eþ
afi	nken
segja	sng
?	?

allt	fohen
í	aþ
einu	lheþsf
glumdi	sfg3eþ
síminn	nkeng
.	.

þau	fphfn
myndu	svg3fþ
aldrei	aa
láta	sng
það	fpheo
í	aþ
ljósi	nheþ
.	.

hún	fpven
vissi	sfg3eþ
hvað	fsheo
klukkan	nveng
sló	sfg3eþ
,	,
þó	aa
að	c
hún	fpven
léti	svg3eþ
heldur	aam
ekki	aa
á	aþ
neinu	foheþ
bera	sng
.	.

þau	fphfn
gátu	sfg3fþ
ekkert	foheo
að	aþ
því	fpheþ
gert	ssg
þó	aa
að	c
þau	fphfn
sætu	svg3fþ
uppi	aa
með	ao
hana	fpveo
.	.

þau	fphfn
lögðu	sfg3fþ
sig	fphfo
öll	fohfn
fram	aa
til	ae
þess	fphee
að	c
henni	fpveþ
gæti	svg3eþ
fundist	ssm
hún	fpven
ein	tfven
af	aþ
fjölskyldunni	nveþg
.	.

þau	fphfo
grunaði	sfg3eþ
ekki	aa
að	c
einmitt	aa
með	aþ
því	fpheþ
komu	sfg3fþ
þau	fphfn
upp	aa
um	ao
sig	fphfo
.	.

það	fphen
var	sfg3eþ
mergurinn	nkeng
málsins	nheeg
.	.

hún	fpven
var	sfg3eþ
einfaldlega	aa
ekki	aa
þeirra	fphfe
barn	nhen
.	.

því	fpheþ
gat	sfg3eþ
enginn	foken
breytt	ssg
.	.

en	c
þau	fphfn
vildu	sfg3fþ
ekki	aa
viðurkenna	sng
það	fpheo
.	.

það	fphen
gat	sfg3eþ
verið	ssg
að	c
þau	fphfn
tryðu	svg3fþ
sínum	fehfþ
eigin	lhfþof
orðum	nhfþ
,	,
þegar	c
þau	fphfn
sóru	sfg3fþ
og	c
sárt	aa
við	ao
lögðu	sfg3fþ
,	,
að	c
aldrei	aa
nokkurn	fokeo
tíma	nkeo
hvarflaði	svg3eþ
það	fphen
að	aþ
þeim	fphfþ
að	c
þau	fphfn
áttu	sfg3fþ
ekki	aa
Nóru	nveo-s
.	.

hún	fpven
hafði	sfg3eþ
margsinnis	aa
heyrt	ssg
þau	fphfo
segja	sng
þetta	faheo
við	ao
vini	nkfo
sína	fekfo
.	.

og	c
í	ao
hvert	foheo
eitt	foheo
sinn	nheo
hljómaði	sfg3eþ
það	fphen
jafn	aa
trúverðuglega	aa
,	,
en	c
henni	fpveþ
flaug	sfg3eþ
í	ao
hug	nkeo
sú	faven
leiða	lvenvf
hugsun	nven
:	:
ef	c
það	fphen
væri	svg3eþ
satt	lhensf
,	,
þyrftu	svg3fþ
þau	fphfn
þá	aa
að	cn
sanna	sng
það	fpheo
fyrir	aþ
öðrum	fokfþ
?	?

það	fphen
var	sfg3eþ
vel	aa
um	ao
hana	fpveo
hugsað	sþghen
.	.

hún	fpven
var	sfg3eþ
í	aþ
góðum	lvfþsf
höndum	nvfþ
.	.

samt	aa
var	sfg3eþ
hún	fpven
einstæðingur	nken
.	.

hvernig	aa
kom	sfg3eþ
þetta	fahen
heim	aa
og	c
saman	aa
?	?

jú	au
,	,
hún	fpven
var	sfg3eþ
óréttlát	lvensf
og	c
vanþakklát	lvensf
,	,
bæði	c
við	ao
lifandi	lkfoof
og	c
dauða	lkfosf
.	.

suma	fokfo
daga	nkfo
gerði	sfg3eþ
það	fphen
henni	fpveþ
lífið	nheog
leitt	lheosf
.	.

þá	aa
reikaði	sfg3eþ
hún	fpven
um	ao
íbúðina	nveog
eins	aa
og	c
friðlaus	lkensf
andi	nken
,	,
herbergi	nheo
úr	aþ
herbergi	nheþ
.	.

og	c
um	ao
leið	nveo
og	c
hún	fpven
vaknaði	sfg3eþ
í	ao
morgun	nkeo
fann	sfg3eþ
hún	fpven
það	fpheo
á	aþ
sér	fpveþ
að	c
þessi	faken
dagur	nken
yrði	svg3eþ
slæmur	lkensf
.	.

það	fphen
var	sfg3eþ
eitthvað	fohen
sem	ct
hana	fpveo
dreymdi	sfg3eþ
í	aþ
nótt	nveþ
...	...

nei	au
,	,
ekki	aa
dugði	sfg3eþ
að	cn
sökkva	sng
sér	fpveþ
niður	aa
í	ao
svona	aa
lagað	lheosf
nú	aa
.	.

hún	fpven
var	sfg3eþ
ekki	aa
sú	faven
eina	lvenvf
í	aþ
heiminum	nkeþg
sem	ct
þjáðist	sfm3eþ
af	aþ
einmanaleika	nkeþ
,	,
svo	aa
mikið	lheosf
skildi	sfg3eþ
hún	fpven
þó	aa
.	.

samt	aa
var	sfg3eþ
það	fphen
lítil	lvensf
huggun	nven
.	.

hún	fpven
fór	sfg3eþ
fram	aa
í	ao
eldhús	nheo
og	c
gramsaði	sfg3eþ
í	aþ
kökukössunum	nkfþg
,	,
en	c
þar	aa
var	sfg3eþ
ekkert	fohen
sem	ct
hana	fpveo
langaði	sfg3eþ
í	ao
.	.

hún	fpven
opnaði	sfg3eþ
svaladyrnar	nvfog
og	c
lokaði	sfg3eþ
þeim	fpvfþ
aftur	aa
.	.

það	fphen
var	sfg3eþ
ískalt	lhensf
úti	aa
.	.

en	c
vorilmur	nken
í	aþ
lofti	nheþ
.	.

og	c
fugl	nken
kvakaði	sfg3eþ
úti	aa
í	aþ
snjónum	nkeþg
.	.

aðrir	fokfn
glöddust	sfm3fþ
víst	aa
við	ao
svona	lheoof
nokkuð	foheo
,	,
en	c
henni	fpveþ
lá	sfg3eþ
við	aþ
gráti	nkeþ
.	.

að	aþ
minnsta	lkeþve
kosti	nkeþ
núna	aa
.	.

það	fphen
hlaut	sfg3eþ
að	cn
vera	sng
út	aa
af	aþ
þessum	fakeþ
draumi	nkeþ
sem	ct
hana	fpveo
dreymdi	sfg3eþ
í	aþ
nótt	nveþ
en	c
hún	fpven
gat	sfg3eþ
ómögulega	aa
munað	ssg
...	...

þegar	c
hún	fpven
vaknaði	sfg3eþ
í	ao
morgun	nkeo
hugsaði	sfg3eþ
hún	fpven
:	:

já	au
einmitt	aa
svona	aa
hlaut	sfg3eþ
það	fphen
að	cn
hafa	sng
verið	ssg
!	!

mamma	nven
var	sfg3eþ
of	aa
falleg	lvensf
og	c
pabbi	nken
of	aa
gáfaður	lkensf
.	.

hún	fpven
var	sfg3eþ
ekki	aa
nógu	lheþsf
góð	lvensf
handa	aþ
þeim	fphfþ
.	.

þess	fphee
vegna	ae
fóru	sfg3fþ
þau	fphfn
.	.

slysið	nheng
var	sfg3eþ
engin	foven
tilviljun	nven
.	.

hefði	svg3eþ
þeim	fphfþ
þótt	ssg
vænt	lhensf
um	ao
hana	fpveo
hefðu	svg3fþ
þau	fphfn
tekið	ssg
hana	fpveo
með	aþ
sér	fphfþ
í	aþ
bílnum	nkeþg
.	.

þá	aa
væri	svg3eþ
hún	fpven
ekki	aa
heldur	aam
til	aa
núna	aa
,	,
og	c
enginn	foken
hefði	svg3eþ
þurft	ssg
að	cn
taka	sng
hana	fpveo
að	aþ
sér	fpkeþ
.	.

já	au
,	,
það	fphen
var	sfg3eþ
þannig	aa
sem	c
lá	sfg3eþ
í	aþ
því	fpheþ
.	.

það	fphen
var	sfg3eþ
sannleikurinn	nkeng
.	.

suma	fokfo
daga	nkfo
gat	sfg3eþ
hún	fpven
ekki	aa
látið	ssg
það	fpheo
vera	sng
að	cn
velta	sng
sér	fpveþ
upp	aa
úr	aþ
svona	lvfþof
hugsunum	nvfþ
,	,
um	ao
leið	nveo
og	c
hún	fpven
vissi	sfg3eþ
að	c
það	fphen
var	sfg3eþ
ljótt	lhensf
og	c
óréttlátt	lhensf
.	.

allt	fohen
og	c
sumt	fohen
var	sfg3eþ
að	c
hana	fpveo
hafði	sfg3eþ
dreymt	ssg
eitthvað	foheo
um	ao
nóttina	nveog
.	.

svo	aa
var	sfg3eþ
hún	fpven
niðurdregin	lvensf
allan	fokeo
liðlangan	lkeosf
daginn	nkeog
,	,
hverja	foveo
einustu	lveovf
mínútu	nveo
og	c
hverja	foveo
einustu	lveovf
sekúndu	nveo
.	.

alveg	aa
að	cn
farast	snm
úr	aþ
leiðindum	nhfþ
og	c
einmanaleika	nkeþ
.	.

en	c
hún	fpven
gat	sfg3eþ
aldrei	aa
munað	ssg
hvað	fsheo
hana	fpveo
eiginlega	aa
dreymdi	sfg3eþ
.	.

Nóra	nven-s
!	!

halló	au
!	!

það	fphen
var	sfg3eþ
Dagur	nken-s
sem	ct
kom	sfg3eþ
stikandi	slg
inn	aa
til	ae
hennar	fpvee
.	.

hann	fpken
virtist	sfm3eþ
glaður	lkensf
og	c
hress	lkensf
.	.

hann	fpken
var	sfg3eþ
með	ao
stórar	lvfosf
bollur	nvfo
,	,
sína	feveo
í	aþ
hvorri	foveþ
hendi	nveþ
.	.

hann	fpken
rétti	sfg3eþ
henni	fpveþ
aðra	foveo
.	.

hérna	aa
!	!

gerðu	sbg2en
svo	aa
vel	aa
!	!

hún	fpven
tók	sfg3eþ
við	aþ
bollunni	nveþg
en	c
hann	fpken
horfði	sfg3eþ
rannsakandi	aa
á	ao
hana	fpveo
.	.

jæja	au
,	,
hefurðu	sfg2en
nú	aa
verið	ssg
að	cn
grunda	sng
málin	nhfog
eina	tfveo
ferðina	nveog
?	?

já	au
,	,
hvernig	aa
veistu	sfg2en
það	fpheo
?	?

það	fphen
sést	sfm3en
langar	lvfosf
leiðir	nvfo
.	.

bíttu	sbg2en
í	ao
bolluna	nveog
og	c
það	fphen
lagast	sfm3en
.	.

hún	fpven
gerði	sfg3eþ
eins	aa
og	c
hann	fpken
sagði	sfg3eþ
og	c
leið	sfg3eþ
strax	aa
betur	aam
,	,
meðan	c
Dagur	nken-s
lét	sfg3eþ
móðan	lkeosf
mása	sng
,	,
að	c
hann	fpken
hefði	svg3eþ
séð	ssg
«	«
óvenjulegu	lveovf
stelpuna	nveog
»	»
aftur	aa
.	.

því	fpheþ
hún	fpven
hafði	sfg3eþ
lesið	ssg
margar	lvfosf
skemmtilegar	lvfosf
smásögur	nvfo
um	ao
börn	nhfo
,	,
sem	ct
höfðu	sfg3fþ
brennt	ssg
sig	fphfo
,	,
verið	ssg
étin	sþghfn
af	aþ
villidýrum	nhfþ
eða	c
lent	ssg
í	aþ
allskyns	lvfþof
ógöngum	nvfþ
fyrir	ao
það	faheo
eitt	tfheo
,	,
að	c
þau	fphfn
fengust	sfm3fþ
ekki	aa
til	ae
að	cn
fylgja	sng
einföldustu	lvfþve
varúðarreglum	nvfþ
,	,
sem	ct
vinir	nkfn
og	c
vandamenn	nkfn
höfðu	sfg3fþ
kennt	ssg
þeim	fphfþ
,	,
eins	aa
og	c
það	fphen
að	c
hætt	lhensf
er	sfg3en
við	aþ
að	c
maður	nken
brenni	svg3en
sig	fpkeo
af	aþ
því	fpheþ
að	cn
halda	sng
of	aa
lengi	aa
á	aþ
glóandi	lkeþof
járnteini	nkeþ
,	,
eða	c
að	c
það	fphen
fari	svg3en
að	cn
blæða	sng
,	,
ef	c
maður	nken
sker	sfg3en
sig	fpkeo
á	ao
bólakaf	nheo
með	aþ
beittum	lkeþsf
hnífi	nkeþ
.	.

og	c
Alís	nven-s
gerði	sfg3eþ
sér	fpveþ
alveg	aa
grein	nveo
fyrir	aþ
því	fpheþ
,	,
að	c
það	fphen
myndi	svg3eþ
koma	sng
manni	nkeþ
næstum	aa
örugglega	aa
í	ao
koll	nkeo
,	,
fyrr	aam
eða	c
síðar	aam
,	,
ef	c
maður	nken
svolgraði	sfg3eþ
of	aa
mikið	lheosf
úr	aþ
flösku	nveþ
,	,
sem	ct
merkt	sþghen
var	sfg3eþ
eitur	nhen
.	.

en	c
nú	aa
var	sfg3eþ
þessi	faven
flaska	nven
hreint	aa
ekki	aa
merkt	lvensf
«	«
eitur	nhen
,	,
»	»
svo	aa
Alís	nven-s
hætti	sfg3eþ
á	ao
að	cn
dreypa	sng
á	aþ
henni	fpveþ
,	,
og	c
þar	aa
sem	c
það	fphen
bragðaðist	sfm3eþ
ágætlega	aa
(	(
bragðið	nheng
var	sfg3eþ
einskonar	lhenof
sambland	nhen
af	aþ
kirsiberjatertu	nveþ
,	,
eggjakremi	nheþ
,	,
ananasi	nkeþ
,	,
steiktum	lkeþsf
kalkúni	nkeþ
,	,
karamellu	nveþ
og	c
ristusneið	nveþ
með	aþ
bráðnu	lheþsf
smjöri	nheþ
)	)
,	,
tæmdi	sfg3eþ
hún	fpven
það	fpheo
í	ao
botn	nkeo
.	.

«	«
en	c
hvað	fshen
þetta	fahen
er	sfg3en
skrítin	lvensf
tilfinning	nven
!	!
»	»
sagði	sfg3eþ
Alís	nven-s
.	.

«	«
ég	fp1en
hlýt	sfg1en
að	cn
vera	sng
að	cn
smella	sng
saman	aa
eins	aa
og	c
sjónauki	nken
!	!
»	»

og	c
það	fphen
var	sfg3eþ
líka	aa
orð	nhen
að	aþ
sönnu	lheþsf
.	.

hún	fpven
var	sfg3eþ
ekki	aa
orðin	sþgven
nema	c
tíu	tfkfn
þumlungar	nkfn
á	ao
hæð	nveo
og	c
andlit	nhen
hennar	fpvee
ljómaði	sfg3eþ
upp	aa
af	aþ
tilhugsuninni	nveþg
að	cn
vera	sng
nú	aa
orðin	sþgven
alveg	aa
mátuleg	lvensf
til	ae
að	cn
komast	snm
í	aa
gegnum	ao
litlu	lvfovf
dyrnar	nvfog
út	aa
í	ao
fallega	lkeovf
skrúðgarðinn	nkeog
.	.

fyrst	aae
dokaði	sfg3eþ
hún	fpven
þó	aa
við	aa
stundarkorn	nheo
til	ae
að	cn
ganga	sng
úr	aþ
skugga	nkeþ
um	ao
,	,
hvort	c
hún	fpven
ætlaði	svg3eþ
enn	aa
að	cn
halda	sng
áfram	aa
að	cn
minnka	sng
.	.

Alís	nven-s
var	sfg3eþ
satt	lheosf
að	cn
segja	sng
dálítið	aa
smeyk	lvensf
við	ao
það	fpheo
,	,
«	«
því	fpheþ
það	fphen
gæti	svg3eþ
nefnilega	aa
farið	ssg
svo	aa
,	,
»	»
sagði	sfg3eþ
hún	fpven
við	ao
sjálfa	fbveo
sig	fpveo
,	,
«	«
að	c
ég	fp1en
bara	aa
slokknaði	svg1eþ
alveg	aa
út	aa
eins	aa
og	c
kertaljós	nhen
.	.

hvernig	aa
skyldi	svg1eþ
ég	fp1en
þá	aa
verða	sng
?	?
»	»

og	c
Alís	nven-s
reyndi	sfg3eþ
að	cn
gera	sng
sér	fpveþ
í	aþ
hugarlund	nveþ
,	,
hvernig	aa
kertaljósið	nheng
lítur	sfg3en
út	aa
,	,
þegar	c
búið	lhensf
er	sfg3en
að	cn
slökkva	sng
á	aþ
því	fpheþ
,	,
af	aþ
því	fpheþ
að	c
hana	fpveo
rámaði	sfg3eþ
ekki	aa
í	ao
að	cn
hafa	sng
nokkurntímann	aa
séð	ssg
þvílíkt	fbheo
.	.

að	aþ
stundu	nveþ
liðinni	lveþsf
fann	sfg3eþ
hún	fpven
þó	aa
,	,
að	c
allt	fohen
var	sfg3eþ
með	aþ
felldu	lheþsf
og	c
ákvað	sfg3eþ
að	cn
fara	sng
tafarlaust	aa
út	aa
í	ao
blómagarðinn	nkeog
.	.

en	c
aumingja	nkee
Alís	nven-s
!	!

þegar	c
hún	fpven
kom	sfg3eþ
að	aþ
dyrunum	nvfþg
,	,
varð	sfg3eþ
hún	fpven
þess	fphee
vör	lvensf
,	,
að	c
hún	fpven
hafði	sfg3eþ
gleymt	ssg
litla	lkeþvf
gulllyklinum	nkeþg
,	,
og	c
þegar	c
hún	fpven
sneri	sfg3eþ
aftur	aa
að	aþ
borðinu	nheþg
,	,
til	ae
að	cn
ná	sng
í	ao
hann	fpkeo
,	,
komst	sfm3eþ
hún	fpven
að	aþ
því	fpheþ
að	c
hún	fpven
gat	sfg3eþ
með	aþ
engu	foheþ
móti	nheþ
náð	ssg
honum	fpkeþ
.	.

hún	fpven
sá	sfg3eþ
hann	fpkeo
greinilega	aa
í	aa
gegnum	ao
glæra	lveosf
plötuna	nveog
og	c
reyndi	sfg3eþ
af	aþ
öllu	foheþ
afli	nheþ
að	cn
klifra	sng
upp	aa
eftir	aþ
einum	fokeþ
borðfætinum	nkeþg
,	,
en	c
hann	fpken
var	sfg3eþ
of	aa
háll	lkensf
.	.

hún	fpven
reyndi	sfg3eþ
hvað	foheo
eftir	ao
annað	foheo
,	,
þangað	aa
til	aa
hún	fpven
var	sfg3eþ
orðin	sþgven
alveg	aa
uppgefin	lvensf
.	.

þá	aa
settist	sfm3eþ
hún	fpven
niður	aa
,	,
vesalings	nkee
anginn	nkeng
litli	lkenvf
og	c
fór	sfg3eþ
að	cn
gráta	sng
.	.

«	«
svona	aa
,	,
það	fphen
þjónar	sfg3en
engum	fokeþ
tilgangi	nkeþ
að	cn
vera	sng
að	cn
skæla	sng
!	!
»	»
sagði	sfg3eþ
Alís	nven-s
byrstum	lkeþsf
rómi	nkeþ
við	ao
sjálfa	fbveo
sig	fpveo
.	.

«	«
þér	fp2eþ
nær	aþm
að	cn
hætta	sng
því	fpheþ
á	aþ
stundinni	nveþg
.	.
»	»

svona	aa
var	sfg3eþ
hún	fpven
oft	aa
vön	lvensf
að	cn
gefa	sng
sjálfri	fbveþ
sér	fpveþ
heilræði	nheo
,	,
(	(
þó	aa
hún	fpven
að	aþ
vísu	lheþsf
færi	svg3eþ
sjaldan	aa
eftir	aþ
þeim	fphfþ
)	)
,	,
og	c
stundum	aa
ávítaði	sfg3eþ
hún	fpven
sjálfa	fbveo
sig	fpveo
svo	aa
harðlega	aa
,	,
að	c
hún	fpven
gat	sfg3eþ
farið	ssg
að	cn
vatna	sng
músum	nvfþ
.	.

og	c
einu	foheþ
sinni	nheþ
mundi	sfg3eþ
hún	fpven
til	ae
þess	fphee
að	cn
hafa	sng
gefið	ssg
sjálfri	fbveþ
sér	fpveþ
utan	aa
undir	aa
,	,
fyrir	ao
að	cn
hafa	sng
rangt	lheosf
við	aa
í	aþ
knattspili	nheþ
við	ao
sjálfa	fbveo
sig	fpveo
.	.

því	fpheþ
að	c
þessari	faveþ
kynlegu	lveþvf
telpu	nveþ
þótti	sfg3eþ
mjög	aa
gaman	nhen
að	aþ
því	fpheþ
að	cn
látast	snm
vera	sng
tvær	tfvfn
persónur	nvfn
.	.

«	«
en	c
nú	aa
kemur	sfg3en
það	fphen
að	aþ
litlu	lheþsf
haldi	nheþ
,	,
»	»
hugsaði	sfg3eþ
Alís	nven-s
með	aþ
sér	fpveþ
,	,
«	«
að	cn
reyna	sng
að	cn
vera	sng
tvær	tfvfn
manneskjur	nvfn
.	.

mikil	lhfnsf
ósköp	nhfn
!	!

nei	au
,	,
nú	aa
er	sfg3en
svo	aa
lítið	lhensf
orðið	sþghen
eftir	aa
af	aþ
mér	fp1eþ
,	,
að	c
það	fphen
er	sfg3en
varla	aa
nóg	lhensf
í	ao
eina	tfveo
almennilega	lveosf
manneskju	nveo
!	!
»	»

skömmu	lheþsf
síðar	aam
kom	sfg3eþ
hún	fpven
auga	nheþ
á	ao
litla	lveosf
glerkrukku	nveo
undir	aþ
borðinu	nheþg
.	.

hún	fpven
opnaði	sfg3eþ
hana	fpveo
og	c
fann	sfg3eþ
í	aþ
henni	fpveþ
ofurlitla	lveosf
köku	nveo
,	,
en	c
á	aþ
henni	fpveþ
var	sfg3eþ
áletrun	nven
röðuð	lvensf
úr	aþ
rúsínum	nvfþ
:	:

«	«
éttu	sbg2en
mig	fp1eo
.	.
»	»

þá	aa
heyrði	sfg3eþ
hún	fpven
að	c
hann	fpken
nálgaðist	sfm3eþ
,	,
það	fphen
hringlaði	sfg3eþ
og	c
hann	fpken
skaust	sfm3eþ
framhjá	aþ
henni	fpveþ
og	c
beygði	sfg3eþ
.	.

-	-
bless	au
,	,
sagði	sfg3eþ
hann	fpken
.	.

þá	aa
fór	sfg3eþ
heitur	lkensf
straumur	nken
um	ao
Önnu	nveo-s
,	,
eldheitur	lkensf
straumur	nken
.	.

-	-
bless	au
,	,
sagði	sfg3eþ
hún	fpven
,	,
en	c
þá	aa
var	sfg3eþ
hún	fpven
komin	sþgven
langt	lheosf
niðureftir	aa
og	c
Birkir	nken-s
horfinn	sþgken
.	.

en	c
innan	aa
í	aþ
sér	fpveþ
vissi	sfg3eþ
hún	fpven
það	fpheo
:	:

hún	fpven
elskaði	sfg3eþ
Birki	nkeo-s
!	!

hún	fpven
gat	sfg3eþ
ekki	aa
hugsað	ssg
um	ao
neitt	foheo
annað	foheo
og	c
þegar	c
hún	fpven
kom	sfg3eþ
heim	aa
,	,
var	sfg3eþ
hún	fpven
næstum	aþ
því	fpheþ
búin	lvensf
að	cn
gleyma	sng
að	cn
smyrja	sng
sér	fpveþ
brauðsneið	nveo
með	aþ
jarðarberjasultu	nveþ
.	.

hún	fpven
kærði	sfg3eþ
sig	fpveo
ekki	aa
um	ao
að	cn
setjast	snm
hjá	aþ
Óla	nkeþ-s
og	c
litlu	lvfþvf
systrunum	nvfþg
,	,
hún	fpven
vildi	sfg3eþ
vera	sng
alein	lvensf
.	.

-	-
viltu	sfg2en
ekki	aa
setjast	snm
hjá	aþ
Óla	nkeþ-s
og	c
litlu	lvfþvf
systrunum	nvfþg
þínum	fevfþ
Anna	nven-s
mín	feven
,	,
sagði	sfg3eþ
mamma	nven
hennar	fpvee
.	.

-	-
nei	au
,	,
sagði	sfg3eþ
Anna	nven-s
.	.

hún	fpven
sat	sfg3eþ
inni	aa
í	aþ
herberginu	nheþg
sínu	feheþ
.	.

«	«
Birkir	nken-s
,	,
Birkir	nken-s
,	,
Birkir	nken-s
Foss	nken-s
»	»
skrifaði	sfg3eþ
hún	fpven
í	ao
reikningsbókina	nveog
sína	feveo
.	.

-	-
hvað	fsheo
ertu	sfg2en
að	cn
gera	sng
inni	aa
í	aþ
herberginu	nheþg
þínu	feheþ
Anna	nven-s
mín	feven
,	,
spurði	sfg3eþ
mamma	nven
hennar	fpvee
og	c
opnaði	sfg3eþ
dyrnar	nvfog
.	.

-	-
ég	fp1en
er	sfg1en
að	cn
læra	sng
.	.

lokaðu	sbg2en
dyrunum	nvfþg
!	!
sagði	sfg3eþ
Anna	nven-s
reið	lvensf
.	.

-	-
ekki	aa
vera	sng
svona	aa
fúl	lvensf
Anna	nven-s
mín	feven
,	,
sagði	sfg3eþ
mamma	nven
hennar	fpvee
.	.

-	-
þú	fp2en
hefur	sfg2en
enga	foveo
ástæðu	nveo
til	ae
þess	fphee
.	.

þú	fp2en
sem	ct
fékkst	sfg2eþ
nýtt	lheosf
pennaveski	nheo
í	aa
gær	aa
!	!

hún	fpven
lokaði	sfg3eþ
dyrunum	nvfþg
harkalega	aa
á	aa
eftir	aþ
sér	fpveþ
.	.

«	«
ég	fp1en
elska	sfg1en
Birki	nkeo-s
»	»
,	,
skrifaði	sfg3eþ
Anna	nven-s
og	c
reif	sfg3eþ
blaðið	nheog
úr	aþ
bókinni	nveþg
og	c
klippti	sfg3eþ
það	fpheo
í	ao
smámiða	nkfo
.	.

svo	aa
vafði	sfg3eþ
hún	fpven
miðunum	nkfþg
saman	aa
og	c
setti	sfg3eþ
þá	fpkfo
í	ao
kvistgötin	nhfog
í	aþ
panelnum	nkeþg
.	.

þeir	fpkfn
áttu	sfg3fþ
að	cn
vera	sng
leyndarmál	nhfn
.	.

hún	fpven
varð	sfg3eþ
að	cn
fá	sng
að	cn
vita	sng
meira	lheovm
.	.

-	-
bless	au
,	,
sagði	sfg3eþ
hún	fpven
við	ao
Óla	nkeo-s
og	c
systurnar	nvfog
.	.

-	-
hvert	aa
ert	sfg2en
þú	fp2en
að	cn
fara	sng
?	?
spurðu	sfg3fþ
þau	fphfn
.	.

-	-
segi	sfg1en
það	fpheo
ekki	aa
,	,
sagði	sfg3eþ
Anna	nven-s
.	.

-	-
klikkhaus	nken
,	,
sagði	sfg3eþ
Óli	nken-s
.	.

Anna	nven-s
hjólaði	sfg3eþ
út	aa
á	ao
horn	nheo
,	,
framhjá	aþ
húsunum	nhfþg
heima	aa
hjá	aþ
Einari	nkeþ-s
,	,
Degi	nkeþ-s
,	,
Knúti	nkeþ-s
og	c
Betu	nveþ-s
og	c
að	aþ
hólnum	nkeþg
.	.

það	fphen
var	sfg3eþ
enginn	foken
úti	aa
.	.

hún	fpven
hjólaði	sfg3eþ
áfram	aa
þvert	aa
yfir	ao
völlinn	nkeog
,	,
út	aa
að	aþ
Bófagarðinum	nkeþgs
.	.

hún	fpven
sá	sfg3eþ
engan	fokeo
.	.

þá	aa
hjólaði	sfg3eþ
hún	fpven
niðureftir	aa
aftur	aa
,	,
inn	aa
á	ao
völlinn	nkeog
,	,
framhjá	aþ
eikinni	nveþg
og	c
þangað	aa
sem	c
skautasvellið	nheng
var	sfg3eþ
á	ao
veturna	nkfog
.	.

þar	aa
var	sfg3eþ
allt	fohen
í	aþ
drullu	nveþ
og	c
fullt	lhensf
af	aþ
pollum	nkfþ
.	.

Anna	nven-s
ímyndaði	sfg3eþ
sér	fpveþ
að	c
það	fphen
væri	svg3eþ
hjólakeppni	nven
og	c
bannað	sþghen
að	cn
hjóla	sng
í	ao
poll	nkeo
og	c
fullt	lhensf
